Geneid	CaBR1	CaBR2	CaOLBR1	CaOLBR2	CaMeOH1	CaMeOH2	o2_12_19_br1_1	o2_12_19_br1_2	o2_12_19_br1	o2_12_19_br3_1	o2_12_19_br3_2	o2_12_19_br3	o2_12_19_mc2	o2_12_19_mc2_1	o2_12_19_mc2_2	o2_12_19_mc3_2	o2_12_19_mc3_1	o2_12_19_mc3	no_o2_12_21_br3_2	no_o2_12_21_br3_1	no_o2_12_21_br3	no_o2_12_21_mc11_2	no_o2_12_21_mc11_1	no_o2_12_21_mc11	no_o2_12_21_mc12_2	no_o2_12_21_mc12_1	no_o2_12_21_mc12	no_o2_12_22_br3	no_o2_12_22_br3_1	lowO2_br1	LaBR1	LaBR2	LaOLBR1	LaOLBR2	LaMeOH1	LaMeOH2	br_1	br_2	br_3	br_4	dup_exp_1	dup_exp_2	dup_exp_3	dup_exp_4
MEALZ_RS22945	239	627	467	713	281	227	3	53	452	4	43	660	45	6	884	30	7	769	48	5	189	20	1	108	13	3	113	135	49	29	274	580	826	827	313	431	110	85	66	105	48	56	43	38
MEALZ_RS01970	179	559	424	542	542	472	9	74	371	4	61	466	20	0	276	13	0	151	79	6	244	9	3	39	8	0	39	171	48	50	193	432	529	545	564	377	192	108	113	138	74	61	79	48
MEALZ_RS01975	302	841	651	706	691	697	8	89	417	8	64	584	59	4	602	19	1	269	112	15	405	9	0	57	8	1	66	180	83	108	281	665	726	733	844	786	422	306	219	398	89	64	112	83
MEALZ_RS01980	688	1655	1224	1505	1310	1357	30	283	1246	18	191	2013	107	8	1566	54	1	712	265	29	870	16	1	77	11	0	74	377	192	251	680	1182	1475	1482	1861	2649	1030	872	789	1153	283	191	265	192
MEALZ_RS01985	909	2293	1748	2408	1517	1360	37	521	2209	23	366	3847	169	13	2438	83	7	1605	359	35	1113	23	0	131	20	0	167	753	345	359	824	1822	2386	1960	2195	4045	1670	1429	1385	1716	521	366	359	345
MEALZ_RS01990	126	303	215	300	182	167	11	108	322	7	55	404	20	2	205	19	0	97	47	5	104	4	0	28	6	1	30	94	35	36	121	260	279	245	181	198	129	85	86	103	108	55	47	35
MEALZ_RS01995	611	1483	1144	1378	1420	1175	28	334	928	22	232	774	126	11	613	53	3	286	168	26	306	41	4	162	19	7	124	301	252	222	1337	2660	1270	1403	1080	629	469	400	333	478	334	232	168	252
MEALZ_RS02000	1203	3085	2845	3672	6357	6833	88	902	4407	69	781	7013	188	20	2352	153	10	1519	360	46	1048	45	5	233	48	3	302	891	400	292	1428	2852	3141	3153	4319	4636	609	476	473	587	902	781	360	400
MEALZ_RS02005	329	956	781	1000	1001	927	19	170	761	7	124	1339	35	2	746	27	2	394	181	15	625	19	1	92	14	0	97	350	125	67	249	597	863	929	1171	1436	543	436	373	533	170	124	181	125
MEALZ_RS02010	3522	13217	8107	10517	5177	4832	134	1392	6303	90	1015	9472	86	4	1667	81	5	1015	300	36	1146	55	1	266	28	5	257	608	242	3648	2951	7209	8142	7032	4459	3846	684	449	411	611	1392	1015	300	242
MEALZ_RS02015	870	2543	1946	2620	2382	2139	35	409	2222	41	365	3936	262	23	4382	243	12	3020	296	26	1075	141	5	685	115	11	856	662	231	188	664	1433	2135	2027	2193	2340	863	787	696	1001	409	365	296	231
MEALZ_RS02020	181	526	388	458	345	332	3	90	418	8	80	645	27	5	321	31	1	205	87	8	237	10	0	84	7	2	70	145	62	22	161	371	461	456	419	513	116	72	82	98	90	80	87	62
MEALZ_RS02025	163	421	343	436	259	240	7	68	305	4	63	538	22	4	345	12	3	197	55	2	191	13	1	75	4	0	57	110	40	12	213	390	403	365	404	608	106	94	87	113	68	63	55	40
MEALZ_RS02030	52	153	108	150	168	147	0	27	113	1	19	219	7	1	130	5	0	50	12	0	66	5	0	23	3	0	19	43	12	14	69	138	127	124	174	144	26	29	20	33	27	19	12	12
MEALZ_RS02035	119	356	271	336	407	369	2	28	163	2	23	287	17	2	311	7	0	113	35	3	118	5	0	26	0	0	38	86	35	21	155	301	335	338	462	521	48	40	48	51	28	23	35	35
MEALZ_RS02040	379	1211	880	1041	2062	1955	4	106	361	6	59	703	98	4	1344	50	4	640	123	14	421	17	1	96	14	1	124	331	148	167	375	704	895	1058	1810	1450	171	171	158	145	106	59	123	148
MEALZ_RS02045	1238	3673	2774	3274	6862	7383	6	201	961	22	134	1640	313	31	4426	197	9	2393	432	43	1576	31	1	196	47	5	297	1252	492	505	1024	2236	2830	3484	6045	4419	767	652	622	613	201	134	432	492
MEALZ_RS02050	1675	5821	5320	6504	5362	6538	50	582	3193	37	444	6036	1532	144	32871	1543	95	28324	658	66	3345	710	53	4344	543	63	4809	2083	672	649	1331	2955	5309	5751	8091	16844	1557	1176	1239	1367	582	444	658	672
MEALZ_RS02060	198	516	459	620	791	852	11	127	660	10	113	1074	35	5	637	22	1	345	33	7	141	15	1	113	9	2	98	129	36	25	162	394	712	538	817	1171	98	80	94	71	127	113	33	36
MEALZ_RS02065	280	896	880	1054	1045	1132	13	262	1323	21	207	2525	54	7	914	37	2	522	60	9	322	17	2	77	9	1	79	229	84	42	267	581	1161	995	1095	1822	178	121	157	130	262	207	60	84
MEALZ_RS02070	454	1172	1012	1262	1134	1195	23	253	1414	16	193	2329	68	5	1205	47	3	698	98	15	405	15	0	99	10	0	95	291	97	68	423	692	1298	1121	1268	1662	219	217	248	216	253	193	98	97
MEALZ_RS02075	354	1160	1150	1347	1041	1056	36	396	1850	26	281	2986	81	9	1252	45	2	629	62	3	204	11	1	91	11	0	79	203	79	57	310	632	1405	1134	1299	2018	232	201	245	207	396	281	62	79
MEALZ_RS02080	934	2341	1878	2385	3629	3557	51	500	2420	37	400	3523	101	12	1622	95	7	862	125	6	312	16	2	128	21	2	152	352	153	130	728	1294	2428	2112	2710	1874	374	287	261	304	500	400	125	153
MEALZ_RS02085	250	852	807	994	1118	1294	20	212	1074	18	158	1953	47	5	940	48	3	559	66	7	232	10	1	52	8	1	78	149	62	62	205	381	1021	803	1010	633	209	136	137	216	212	158	66	62
MEALZ_RS02090	473	1611	1735	2015	1348	1424	28	396	2230	32	285	4056	65	7	1089	50	0	640	136	24	638	13	1	97	11	6	93	322	87	113	325	821	2089	1705	1537	1332	487	344	286	548	396	285	136	87
MEALZ_RS02095	741	2274	1875	2283	2076	1876	29	363	1821	25	275	3317	164	18	2547	129	14	1904	307	40	1239	110	10	683	83	3	720	717	254	169	770	1587	2076	2118	2376	3250	886	753	653	847	363	275	307	254
MEALZ_RS02105	835	2309	1765	2281	1724	1612	34	400	1904	34	310	2996	64	2	798	36	2	491	110	10	444	20	0	109	12	1	77	378	127	99	645	1317	2003	1928	1618	1083	259	217	171	244	400	310	110	127
MEALZ_RS02110	475	1520	1160	1420	1317	1134	27	253	1299	20	213	1877	32	4	660	16	1	383	68	10	236	18	1	103	11	2	97	276	107	44	486	849	1291	1291	1275	989	166	151	136	129	253	213	68	107
MEALZ_RS02115	5041	13845	11199	14301	11359	10567	186	2183	9736	154	1595	15126	352	36	5239	192	13	2546	559	58	1857	56	4	339	51	10	376	1774	684	678	4115	8475	13466	12412	11124	9213	2148	2052	1907	2257	2183	1595	559	684
MEALZ_RS02120	5680	15811	12977	16362	17304	15115	233	2605	12422	183	2006	19887	503	51	7491	292	30	4166	713	83	2535	236	14	1241	164	21	1361	2545	961	680	4614	9608	15539	15098	14962	13628	2423	2682	2667	1981	2605	2006	713	961
MEALZ_RS02125	454	1377	1314	1678	823	659	30	227	1156	9	201	1851	49	5	791	27	2	350	98	6	393	7	0	64	2	1	54	179	74	46	407	875	1684	1547	1339	2223	272	274	215	231	227	201	98	74
MEALZ_RS02130	822	2112	1616	2204	2791	2601	42	397	1749	28	327	3195	76	8	1358	41	1	639	229	21	767	50	3	278	36	3	249	540	215	136	782	1462	2015	1917	2504	3401	946	831	726	818	350	294	222	192
MEALZ_RS02135	855	2078	1436	1769	2530	2331	28	369	1857	22	291	2962	77	6	1020	28	3	365	126	10	414	22	0	127	13	1	108	437	199	236	706	1204	1601	1511	2241	1255	446	481	450	453	369	291	126	199
MEALZ_RS02140	815	2178	1456	1767	2200	2070	57	623	2403	49	459	4104	90	8	1081	32	2	352	115	21	478	15	0	73	15	1	72	462	205	261	625	1221	1772	1464	1970	1663	544	537	537	702	623	459	115	205
MEALZ_RS02145	453	1109	761	965	1485	1456	23	359	1439	16	240	2282	51	5	635	26	1	248	143	13	412	8	0	41	12	0	55	291	164	159	388	737	930	795	1225	683	497	427	417	633	359	240	143	164
MEALZ_RS02150	463	1018	851	1196	689	661	13	139	740	10	98	1033	42	3	600	20	1	218	137	15	496	15	0	45	2	1	64	181	72	89	384	849	1320	1096	784	594	395	315	331	462	139	98	137	72
MEALZ_RS02155	741	1901	1554	2265	1634	1525	38	417	1747	28	349	2887	215	21	2351	190	11	1588	267	24	737	75	2	279	60	4	392	449	200	124	743	1506	1949	1984	2231	4049	1018	779	796	944	417	349	267	200
MEALZ_RS02160	2140	6636	5543	7040	5967	5555	115	1416	6212	107	1112	9592	1176	122	12850	1358	92	12533	647	71	1847	1093	66	3133	837	73	3893	1486	716	443	1898	4143	6443	6385	6415	9141	2357	1888	1701	2147	1416	1112	647	716
MEALZ_RS02165	198	774	596	774	891	788	10	121	661	12	106	1029	60	5	1171	58	7	678	67	4	228	17	2	150	19	0	166	188	76	45	276	561	636	705	923	908	197	142	107	139	121	106	67	76
MEALZ_RS23585	94	286	225	280	324	298	0	38	297	2	36	444	19	1	444	12	1	257	50	4	167	11	0	64	5	0	44	101	27	20	105	176	272	282	421	541	112	71	76	98	43	33	45	29
MEALZ_RS02175	933	2858	2492	2991	3784	3756	30	326	1361	21	251	2182	88	10	1151	63	3	598	319	33	904	46	4	200	27	2	170	857	356	225	902	1920	2738	3124	2715	2373	830	596	502	645	326	251	319	356
MEALZ_RS20540	1420	4014	3158	3912	4840	4142	44	500	2269	28	357	3697	137	10	1751	90	8	1033	350	45	1123	89	3	470	44	8	411	915	373	193	1517	3188	3613	3815	3905	5114	1039	654	669	777	500	357	350	373
MEALZ_RS02185	343	981	794	1083	894	858	12	154	709	11	111	1294	54	1	516	20	0	368	126	21	411	15	1	152	18	4	147	264	121	38	365	733	934	1028	998	1648	220	190	190	196	154	111	126	121
MEALZ_RS02190	389	1105	993	1163	1039	960	7	117	588	9	89	1070	60	9	891	28	1	503	91	13	406	32	3	163	18	1	154	280	89	90	379	817	1088	1217	950	1008	257	194	181	237	117	89	91	88
MEALZ_RS02195	352	787	455	726	692	692	8	111	387	4	71	277	93	11	512	53	1	256	156	24	263	8	0	45	4	5	31	373	263	164	456	939	716	825	667	806	278	241	278	311	111	71	156	263
MEALZ_RS02200	259	828	622	798	808	847	12	69	363	4	59	450	74	7	962	36	2	472	147	19	502	20	0	94	7	0	79	353	130	114	366	749	768	846	985	1292	314	250	248	270	69	59	147	130
MEALZ_RS02205	82	226	167	229	188	147	2	17	94	0	14	142	15	2	227	8	0	107	32	3	116	1	0	21	5	0	33	54	21	30	132	317	234	231	237	349	49	46	42	58	17	14	32	21
MEALZ_RS02210	70	207	146	184	117	129	0	32	132	0	24	234	28	0	335	96	9	1352	30	3	117	25	2	122	7	2	102	135	49	18	152	303	204	187	93	92	31	18	14	35	32	24	30	49
MEALZ_RS02215	336	972	739	948	583	639	9	148	667	10	105	1179	120	5	1353	149	9	2321	127	13	518	115	9	657	108	12	718	330	127	56	416	827	907	952	870	1147	272	228	177	281	148	105	127	127
MEALZ_RS02220	68	212	161	224	572	541	2	41	238	2	27	423	116	14	2431	127	9	1999	96	5	343	76	5	350	34	2	318	290	112	47	152	231	166	206	487	586	84	62	42	62	41	27	96	112
MEALZ_RS02225	77	307	236	303	1562	1728	3	47	270	1	45	498	731	56	11997	951	74	11863	156	13	580	385	31	1725	228	18	1468	703	249	139	342	449	264	381	1014	948	145	112	93	114	47	45	156	249
MEALZ_RS02230	43	149	152	161	600	634	2	32	202	2	29	409	160	18	3115	221	13	3085	79	6	263	110	6	611	65	5	521	309	90	71	230	298	126	156	344	323	54	60	52	37	32	29	79	90
MEALZ_RS02235	390	1076	856	1069	1354	1304	11	124	648	8	122	1339	323	33	4870	425	22	5434	196	16	680	243	16	968	142	19	947	511	171	97	487	789	977	931	1235	1283	264	205	168	250	124	122	196	171
MEALZ_RS02240	100	253	177	268	184	159	3	47	178	3	43	445	11	2	168	6	0	98	27	3	107	8	1	56	7	1	28	71	22	10	122	224	253	235	231	272	52	55	46	66	47	43	27	22
MEALZ_RS02245	476	1380	941	1183	3428	2692	6	198	864	15	134	1394	75	3	944	38	3	612	223	28	962	47	2	227	40	3	247	440	161	79	526	1182	1048	1119	2276	1926	436	339	317	418	198	134	223	161
MEALZ_RS02250	584	1425	1088	1432	1362	1304	18	268	1393	12	225	2154	51	6	983	48	0	461	111	11	404	25	1	85	14	1	126	336	159	84	460	911	1509	1297	1225	736	299	243	227	329	268	225	111	159
MEALZ_RS02255	98	252	191	188	224	191	4	44	239	4	48	345	11	3	223	13	0	121	15	2	56	7	1	40	6	0	36	50	24	21	69	94	220	211	212	116	72	59	61	54	44	48	15	24
MEALZ_RS02260	325	962	797	983	734	722	15	175	922	16	127	1422	33	6	747	24	2	368	64	7	242	24	0	112	8	1	114	212	76	43	273	511	1032	871	864	790	203	199	165	133	175	127	64	76
MEALZ_RS02265	453	1170	901	1148	1376	1235	21	269	1318	17	241	1260	45	5	627	45	1	424	118	13	258	64	3	230	34	6	206	271	116	57	482	869	1075	1098	1103	803	263	184	207	185	269	241	118	116
MEALZ_RS02270	387	1136	831	1130	1700	1579	17	147	914	7	164	1556	45	6	926	56	9	770	182	12	585	66	3	340	54	2	364	360	147	55	468	834	1021	1063	1560	1637	373	289	218	333	147	164	182	147
MEALZ_RS02275	177	524	287	394	837	746	4	49	259	6	36	436	33	5	470	21	2	306	66	10	240	30	0	153	17	2	134	165	55	34	232	471	370	460	739	814	136	93	110	118	49	36	66	55
MEALZ_RS02280	97	166	113	178	259	248	1	20	68	0	31	139	4	1	153	11	0	93	22	2	93	10	0	47	3	0	42	61	20	14	139	219	162	208	258	322	35	22	31	32	20	31	22	20
MEALZ_RS02285	73	233	171	281	228	227	5	56	317	8	53	444	19	2	309	15	1	170	40	5	133	3	0	22	4	1	15	109	37	15	87	196	241	263	319	394	76	45	25	69	56	53	40	37
MEALZ_RS02290	148	520	550	578	386	413	8	79	546	7	98	925	33	4	642	20	0	356	66	6	275	6	0	32	3	1	38	188	51	22	120	238	535	607	676	847	113	86	77	96	79	98	66	51
MEALZ_RS02295	95	330	370	402	302	314	5	98	578	8	68	1101	30	1	758	18	1	477	70	6	333	2	0	35	2	0	33	215	60	30	76	155	314	374	465	476	111	81	80	87	98	68	70	60
MEALZ_RS02300	100	247	216	330	220	244	4	92	380	3	54	696	28	4	465	11	2	330	50	7	281	1	1	25	0	2	39	104	38	31	52	99	290	260	254	229	106	78	76	96	92	54	50	38
MEALZ_RS02305	474	1451	1011	1220	512730	408247	13	217	999	19	189	1593	76	6	1153	87	6	934	172	16	534	58	3	285	40	7	340	327	145	69	337	819	994	1616	259511	242407	367	251	244	308	217	189	172	145
MEALZ_RS02310	94	208	106	116	26323	18154	3	45	243	2	34	334	2	1	45	2	0	33	7	1	24	4	0	26	4	1	18	16	4	5	86	165	106	192	20508	10142	14	17	13	12	45	34	7	4
MEALZ_RS02315	42	183	100	109	16351	11088	2	42	245	1	25	335	5	0	81	4	1	53	14	0	34	6	1	53	2	0	38	36	9	3	81	122	121	193	14951	7298	16	11	8	13	42	25	14	9
MEALZ_RS02320	29	106	56	64	6035	4185	1	14	80	2	10	117	9	2	79	9	0	72	21	0	74	19	1	109	9	0	92	60	14	5	122	198	57	114	4552	2660	33	23	17	15	14	10	21	14
MEALZ_RS02325	21	51	43	27	2632	1749	0	4	32	0	5	19	2	0	33	1	0	24	8	2	28	10	0	70	7	0	37	28	6	5	81	163	25	52	1660	1011	11	13	13	12	4	5	8	6
MEALZ_RS02330	36	128	73	101	4035	2795	2	20	153	0	22	214	8	2	187	12	0	111	17	2	105	20	4	160	10	2	144	95	23	4	187	282	114	152	3182	2108	32	32	30	27	20	22	17	23
MEALZ_RS02335	29	81	46	63	1774	1257	1	10	72	1	7	119	5	0	67	4	0	55	9	1	61	11	2	87	12	0	57	53	19	2	168	212	69	94	1609	1447	12	12	19	20	10	7	9	19
MEALZ_RS02340	15	24	24	22	533	337	0	5	30	0	4	44	2	0	30	1	0	24	7	0	25	3	0	23	3	0	19	15	7	3	97	103	20	37	507	478	5	6	4	6	5	4	7	7
MEALZ_RS02350	121	282	148	217	3280	2258	2	43	211	2	29	318	13	2	229	19	1	187	39	7	131	29	3	188	14	1	134	125	36	11	692	870	203	320	2457	1692	89	50	45	60	43	29	39	36
MEALZ_RS02355	46	118	76	91	1440	981	2	16	92	1	18	163	4	1	115	4	0	72	11	1	71	11	0	72	3	0	62	69	21	4	80	170	86	125	1218	873	34	23	7	20	16	18	11	21
MEALZ_RS20545	134	348	233	271	2743	1929	6	43	265	5	39	441	11	0	277	13	0	211	32	6	160	22	0	176	8	1	126	119	42	15	203	342	251	329	2117	1689	68	59	32	59	43	39	32	42
MEALZ_RS02370	78	226	134	152	1370	1063	8	37	132	2	29	214	8	2	139	8	1	126	30	3	83	17	2	198	10	0	113	88	24	13	274	538	180	222	1341	1532	60	38	40	39	37	29	30	24
MEALZ_RS02375	66	130	90	133	600	498	0	14	69	1	12	103	9	2	82	7	0	53	21	0	72	9	2	70	5	1	47	49	17	4	117	206	122	130	533	315	48	19	22	32	14	12	21	17
MEALZ_RS02385	63	178	114	141	796	518	3	23	132	0	20	166	15	1	136	8	0	107	31	3	86	21	2	110	15	1	72	64	26	8	164	264	114	159	620	393	47	32	27	42	23	20	31	26
MEALZ_RS02390	122	321	239	276	1414	900	4	36	181	4	22	301	11	1	192	10	0	150	20	1	97	22	0	151	17	1	148	82	21	9	186	337	235	290	1094	625	60	35	35	50	36	22	20	21
MEALZ_RS02395	92	353	293	274	848	668	3	41	240	1	20	310	18	1	247	22	0	187	31	1	160	15	3	128	9	2	133	114	42	16	301	476	248	367	679	363	81	46	41	58	41	20	31	42
MEALZ_RS02400	226	665	510	598	1684	1229	5	60	378	5	46	451	31	3	360	26	0	248	58	7	220	51	3	276	26	3	218	162	78	22	497	1055	515	718	1501	893	158	105	80	125	60	46	58	78
MEALZ_RS02405	763	2257	1685	2009	5149	4692	27	302	1698	21	255	2822	130	10	2199	149	7	1806	259	29	1012	83	4	421	57	8	416	779	300	169	712	1307	1722	1975	3593	2206	849	599	593	703	302	255	259	300
MEALZ_RS02410	271	836	567	755	1137	1070	16	150	612	15	125	577	68	4	664	66	0	419	148	22	241	89	2	208	58	10	242	284	126	76	583	1131	650	780	986	658	368	233	258	267	150	125	148	126
MEALZ_RS02415	159	473	309	453	806	722	5	58	266	2	38	368	23	4	337	27	2	237	46	4	141	9	2	43	9	0	42	99	50	29	177	304	357	394	678	404	94	56	68	73	58	38	46	50
MEALZ_RS02420	307	863	637	753	863	825	4	108	698	6	91	1108	37	2	599	22	2	410	63	7	288	9	0	108	9	1	95	224	56	33	387	659	740	759	765	557	165	103	107	137	108	91	63	56
MEALZ_RS02425	1022	3334	2547	3139	3396	3111	27	377	2556	30	356	4239	92	10	2234	70	9	1364	241	21	1000	56	4	339	39	6	310	910	245	131	799	1572	2856	2907	3062	1722	664	447	409	541	377	356	241	245
MEALZ_RS02430	476	1607	1346	1726	709	608	30	316	1848	26	351	3060	40	6	783	32	1	349	89	6	301	17	0	103	11	1	95	246	91	53	350	707	1862	1513	713	566	302	237	219	342	316	351	89	91
MEALZ_RS02435	559	1260	1353	2062	381	357	34	354	1971	18	286	3546	56	4	1230	48	1	642	79	10	373	6	1	37	11	1	48	250	81	112	323	627	1916	1348	379	422	412	322	352	435	354	286	79	81
MEALZ_RS02440	3922	11239	10573	12804	3562	3402	151	1774	9655	146	1459	17021	303	37	5601	197	14	2796	325	38	1144	68	1	316	60	5	422	1270	441	390	2437	4553	12483	9969	3852	3944	2065	2037	2012	2016	1774	1459	325	441
MEALZ_RS02445	1015	3210	2978	3534	1468	1335	50	560	3000	48	371	4476	149	14	2499	105	7	1292	92	5	322	16	0	130	20	2	179	343	116	92	658	1323	3548	2766	1456	1499	615	757	746	418	560	371	92	116
MEALZ_RS02450	791	2601	2087	2641	3425	3550	28	222	1456	22	202	2428	105	9	1997	95	7	1143	275	19	978	55	5	279	38	3	262	775	265	265	786	1488	2265	2552	2991	2009	558	483	407	468	236	236	272	286
MEALZ_RS02460	549	1626	1400	1591	682	645	50	461	2482	51	365	4955	82	10	1819	111	2	1706	62	13	324	33	0	269	43	4	366	208	74	59	366	858	1650	1246	882	1137	659	375	370	495	461	365	62	74
MEALZ_RS02465	1181	3654	3150	3770	2510	2222	56	794	4208	59	624	7656	111	12	2380	87	10	1188	158	13	603	42	2	176	31	2	248	413	141	106	730	1462	3433	2932	2817	2248	1089	662	597	889	794	624	158	141
MEALZ_RS02470	685	1744	1223	1482	1119	892	24	303	1188	11	199	1888	51	4	617	23	1	294	57	3	232	17	2	70	9	2	85	128	55	45	517	1023	1536	1144	1148	1002	407	228	232	311	303	199	57	55
MEALZ_RS02475	1160	3381	2590	3272	2389	2084	47	562	2810	46	472	4670	138	15	1891	87	8	1218	157	19	628	36	2	244	29	2	175	417	171	103	768	1648	3224	2726	2420	2508	629	409	344	494	562	472	157	171
MEALZ_RS02485	842	2289	1787	2292	1307	1123	37	466	1987	30	308	3072	151	16	1611	72	10	976	109	17	304	41	2	156	25	2	165	259	97	93	698	1360	2275	1849	1415	1564	334	199	227	302	466	308	109	97
MEALZ_RS02490	717	2474	2072	2437	1390	1188	36	385	2323	25	349	3856	111	11	2006	92	2	1125	132	12	504	37	1	224	32	2	292	321	92	70	509	1166	2380	2127	1579	1648	455	205	201	333	385	349	132	92
MEALZ_RS02495	715	2093	1682	2008	1627	1389	34	458	2418	29	354	4480	108	6	1777	67	5	877	145	12	557	30	3	145	10	2	128	354	99	76	521	1108	2061	1766	1838	2300	430	194	176	350	458	354	145	99
MEALZ_RS02500	1075	2812	1876	2513	1638	1353	40	462	2058	26	347	3456	186	21	2443	87	6	1182	334	37	1050	33	1	142	32	2	126	799	362	255	783	1901	2446	2023	2003	1883	699	540	495	767	462	347	334	362
MEALZ_RS02505	483	1140	660	864	667	624	14	201	943	10	141	1466	74	7	877	47	2	478	104	9	362	16	1	72	8	1	75	321	135	79	437	872	742	777	759	602	231	221	200	180	201	141	104	135
MEALZ_RS02510	1259	3819	2794	3462	2679	2374	53	502	2630	36	387	4498	152	16	2556	84	1	1270	277	34	1207	69	4	336	38	4	337	999	381	216	1038	2264	3318	3034	3058	2862	602	615	542	507	502	387	277	381
MEALZ_RS02515	1140	2928	2118	2870	1768	1556	40	426	2223	28	385	3585	150	18	1875	89	5	907	279	41	937	51	2	240	27	0	231	640	292	89	1111	2251	2761	2515	2394	2950	588	453	413	459	426	385	279	292
MEALZ_RS02520	328	952	680	898	563	507	13	136	613	14	96	717	113	12	1439	82	7	1250	102	7	248	19	2	162	19	2	205	227	91	58	334	707	828	763	655	741	191	138	133	140	136	96	102	91
MEALZ_RS02525	1658	3965	2592	3462	3419	2461	49	590	2009	40	395	1903	282	20	1942	213	13	1166	224	22	375	58	5	147	61	5	197	394	251	149	1524	3399	3236	3216	2366	2780	598	361	361	534	590	395	224	251
MEALZ_RS02530	716	1701	1445	2111	803	749	54	566	2325	40	387	4512	299	27	3939	200	12	2793	375	45	1532	33	3	101	24	8	166	1027	393	267	512	987	1863	1725	1537	4785	1513	1310	1178	1545	566	387	375	393
MEALZ_RS02535	244764	658426	900374	1034168	123777	120463	8488	96540	664678	6611	73225	1143145	95029	9747	1593404	91035	6310	1849866	48990	5187	243820	171197	12784	1083849	113149	11617	1123223	190234	54108	57903	170700	405301	932616	922042	124375	210609	162387	137018	136138	158075	96540	73225	48990	54108
MEALZ_RS02540	198179	604082	868960	948752	50683	47261	4977	54047	377271	3099	33541	462406	54602	5410	886646	34303	2358	644402	33569	3524	165136	34059	2527	188576	22479	2293	192773	144677	41754	51074	123432	329621	870667	898004	42723	46664	108101	92966	90282	101196	54047	33541	33569	41754
MEALZ_RS02545	294872	974429	1401312	1561395	70926	77443	8267	91686	625717	5936	64662	943601	104409	10241	1907568	75224	5221	1495225	58628	6209	300980	78421	5646	480146	51047	5196	489351	249088	66699	73243	179418	476957	1384367	1459470	84098	158687	173107	152126	141946	163160	91686	64662	58628	66699
MEALZ_RS02550	659	1452	838	1070	1545	1480	11	173	646	12	87	738	137	21	1494	91	6	727	336	39	963	64	7	242	40	7	215	719	400	343	1004	2243	1048	1056	1231	1082	1007	1030	1170	1191	173	87	336	400
MEALZ_RS23685	1635	5790	8620	12445	1692	1852	198	2429	13808	131	1458	23453	399	36	7400	177	8	3413	471	45	2366	15	5	73	14	1	166	1574	444	731	1397	3375	13330	10679	3603	11747	2611	1997	2012	2477	2429	1458	471	444
MEALZ_RS02555	952	1976	1621	2206	1188	1203	40	343	1093	24	240	919	282	31	1283	207	12	832	293	37	383	67	4	127	54	6	153	574	524	355	1040	2041	2215	1994	962	1487	1358	1086	1088	1297	343	240	293	524
MEALZ_RS02560	1203	3453	3230	4255	2448	2593	39	533	2291	28	371	3073	529	52	3968	389	14	2481	441	37	1058	260	20	452	186	17	552	880	602	429	1116	2324	4038	3922	1846	2516	1825	1450	1376	1578	533	371	441	602
MEALZ_RS02565	186	580	512	750	544	581	10	105	731	6	67	987	36	4	560	18	1	331	63	6	255	10	1	50	6	0	51	154	64	63	133	299	675	605	432	368	202	134	134	214	105	67	63	64
MEALZ_RS02570	2959	8754	7167	8601	8311	7903	110	1037	5818	76	906	9927	265	24	4187	146	13	2222	371	37	1380	50	6	395	47	1	387	1531	544	406	2127	4281	8347	7676	6838	6010	1717	1592	1549	1330	1037	906	371	544
MEALZ_RS02575	129	428	432	501	348	323	3	118	494	9	75	733	14	1	265	8	0	109	28	2	103	4	2	35	5	0	22	97	42	21	150	247	449	375	392	459	127	126	134	85	118	75	28	42
MEALZ_RS02580	167	427	368	490	266	247	14	91	386	6	74	471	25	2	215	10	2	113	37	3	97	9	0	37	0	0	37	86	50	28	121	239	482	405	321	375	151	131	132	117	91	74	37	50
MEALZ_RS02585	589	1727	1451	1811	1813	1974	46	429	2459	30	313	4541	202	21	4002	184	8	2959	135	16	512	27	1	143	19	3	192	521	165	150	447	969	1609	1656	2493	5388	443	385	418	404	429	313	135	165
MEALZ_RS02590	381	772	499	723	1003	1070	8	90	576	11	111	769	40	1	352	25	2	192	91	7	302	8	1	67	3	0	58	175	117	66	405	817	740	675	990	519	269	182	199	277	90	111	91	117
MEALZ_RS02595	486	1151	786	1115	1188	1140	11	217	966	7	155	1573	60	8	828	34	3	432	171	9	612	20	2	116	10	0	113	323	107	101	442	912	999	1041	1126	1015	480	498	465	558	217	155	171	107
MEALZ_RS02600	410	1177	824	993	1858	1691	13	173	911	12	157	1324	65	10	874	48	4	659	197	15	623	80	5	322	61	4	335	858	316	120	452	940	900	1134	1452	1043	307	241	196	284	173	157	197	316
MEALZ_RS02605	186	435	325	439	538	523	8	64	278	5	42	454	25	3	318	8	1	168	41	5	170	8	1	32	6	0	35	163	70	46	283	580	442	461	614	868	87	95	90	80	64	42	41	70
MEALZ_RS02610	660	1516	1107	1576	1837	1847	16	186	813	10	160	1446	59	4	940	39	1	462	132	15	532	23	3	112	8	0	111	431	193	150	625	1287	1540	1603	1777	2177	272	260	265	311	186	160	132	193
MEALZ_RS02615	329	753	638	892	576	563	8	132	671	11	91	1056	57	3	707	22	2	334	98	11	345	21	1	127	13	0	101	204	91	121	344	625	837	794	455	428	258	178	148	296	132	91	98	91
